tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciledug Raya (Depan Univ. Budi Luhur),Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciledug Raya (Depan ITC Cipulir) Rt. 08 Rw. 10 Kel. Cipulir Kec. Kebayoran Lama ,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Wilayah Kec. Mampang Prapatan,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciputat Raya (Depan Sekolah Polwan),Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Kalibata City Kel. Rawajati,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,"Gd. AXA Tower, Gd. Tokopedia Kantor Buana Finance Lt. 38 Jl. DR Satrio Kel. Karet Semanggi Kec. Setiabudi",Karet Semanggi,Setiabudi, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,GOR Pasar Minggu Jl. Raya Ragunan No. 1 Rt. 06 Rw. 01 Kel. Jatipadang Kec. Pasar Minggu,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-05,Kebakaran,Bencana Kebakaran,Masyarakat Telepon, Jl.Kebon Pala III,Kebon Melati,Tanah Abang, Kota Administrasi Jakarta Pusat,0,200000,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Blok A (Taman Gajah),Pulo,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciledug Raya (depan Pasar Cipulir),Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciledug Raya (Depan Univ. Budi Luhur),Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciputat Raya (Depan Sekolah Polwan),Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Wilayah Kecamatan Mampang Prapatan,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Terminal Blok M (depan Taman Sepeda & Kawasan Blok M),Melawai,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Bima No. 135, Komp. Dirgantara 3",Halim Perdana Kusuma,Makasar, Kota Administrasi Jakarta Timur,0,0,,
2020-05-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Taman Marga Satwa, No. 15",Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Komp. Cantik Permai Resident,Makasar,Makasar, Kota Administrasi Jakarta Timur,0,0,,
2020-05-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Baret Biru 1 No. H.3,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur,0,0,,
2020-05-06,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pangeran Antasari No.16A,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan,0,5000000,,
2020-05-06,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. H. Simang - Setu babakan Zona B,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,"Jl. Cilandak KKO, Gg. Depot Es",Ragunan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Rasuna Said (Setiabudi One),Karet Kuningan,Setiabudi, Kota Administrasi Jakarta Selatan,0,100000000,,
2020-05-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taman Surya 2 (depan sekolah Kanaan),Pegadungan,Kalideres, Kota Administrasi Jakarta Barat,0,175000000,,
2020-05-06,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Pemadam,Jl. jend sudirman,Gelora,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-05-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kembang harum IV Blok C2 No. 17,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-05-06,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Jl. Kalibata Raya Depan Apartemen kalibata city,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pegangsaan dua Kav 33,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara,0,0,,
2020-05-07,Penyelamatan,Penyelamatan / Penanganan B3,Masyarakat Datang,Jl. Media Massa No. 40,Cipinang Muara,Jatinegara, Kota Administrasi Jakarta Timur,0,0,,
2020-05-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Sulaiman (Pasar Bunga Rawa Belong),Sukabumi Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,400000,,
2020-05-07,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Basuki Rahmat (Apartement Basura Tower Flamboyan),Cipinang Besar Selatan,Jatinegara, Kota Administrasi Jakarta Timur,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Ciledug Raya (Depan Univ. Budi Luhur),Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Raya Pasar Jumat,lebak bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Kalibata Raya Depan Apartemen Kalibata City,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,"Jl.Bangka Raya,Jl.Kemang Raya,Jl,Kemang Utara,Jl,Mampang Prapatan,Jl.Kapten Tendean",Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Cileduk Raya,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Pondok Hijau VII No..3,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,1000000,,
2020-05-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.K.H.Hasyim Ashari No..116,Cideng,Gambir, Kota Administrasi Jakarta Pusat,0,150000000,,
2020-05-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Pulau Lancang,Pulau Untung Jawa,Kep. Seribu Selatan, Kab. Administrasi Kep. Seribu,0,0,,
2020-05-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Kalibaru Barat VII,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara,0,0,,
2020-05-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Merapi Blok E1 No..10,Cibubur,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
