tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Pilar Komplek Metro TV,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Green Garden Blok R No..55,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Rawa Buaya Blok EE No.41,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Angsana Raya,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Kp. Duri,Semanan,Kalideres, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. sumur Bor,Kalideres,Kalideres, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Komp. Hankam,Palmerah,Palmerah, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Tanjung Duren Utara,Tanjung Duren Utara,Grogol Petamburan, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Komp. DPA,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Merak (Komp. Hankam),Palmerah,Palmerah, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Green Ville Blok B-C,Duri Kepa,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Meruya No.60,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
