tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-11-05,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Gg. Asem,Ciracas,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
2020-11-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Joglo Baru, No. 159",Joglo,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-11-06,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Komplek HANKAM Cidodol,Grogol selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,500000,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pinang Kalijati,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Lebak Empang No..19,Cijantung,Pasar Rebo, Kota Administrasi Jakarta Timur,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Garuda I ( Komp. JTS B2 ),Gunung Sahari Selatan,Kemayoran, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-06,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Srengseng Dalam,Srengseng,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Adiyaksa VIII No..32,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Jati Padang baru,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,Jl. Guru Sri,kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur,0,0,,
2020-11-06,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl. Imam Mahbud ( SUDIN PUSAT ),Duri Pulo,Gambir, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Melawai XI No..191,Melawai,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,PT. Mellco Indopharma,Ciracas,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Janur Hijau Raya Blok TK.2 No..7,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pal Merah Utara IV,Gelora,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.langgar,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Duren Tiga Raya no 102,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl.Kemang Selatan IX, No.12A",Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jln. Kemang raya,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-07,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,Jl. Sindang Terusan ( RUSUNAWA ),Koja,Koja, Kota Administrasi Jakarta Utara,0,1000000,,
2020-11-06,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Kp. Rawadas No..4,Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-11-07,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Klinik Amore, Jl. Pejaten Raya Blok A No. 21",Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Cikoko Barat Dalam I No. 43,Cikoko,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Ulujami Raya,Ulujami,Pesanggrahan, Kota Administrasi Jakarta Selatan,1,0,,
2020-11-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Pulau Tidung,Pulau tidung,Kep. Seribu Selatan, Kab. Administrasi Kep. Seribu,0,0,,
2020-11-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kp Bakti Samping Iic Roxy,Cideng,Gambir, Kota Administrasi Jakarta Pusat,40,1440000000,,
2020-11-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. M Kahfi I,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan,0,5000000,,
2020-11-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Lebak bulus IV No. 7a-b,Lebak bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Puri Agung No.1,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,0,30000000,,
2020-11-07,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,"Jl. Matraman Raya, No. 132 (Kantor Sudin Guklkarmat Jakarta Timur)",Kebon Manggis,Matraman, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Arjuna, No. A8 (Dirgantara 3)",Halim Perdana Kusuma,Makasar, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Mayjend Sutoyo,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Mayjend Sutoyo,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,0,3000000,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Taman Marinir Selatan, Blok AF 13 (Kav. Marinir)",Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Setu,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Sukasari,Harapan Mulia,Kemayoran, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Kejaksaan VI, Blok E 107",Pondok Bambu,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Manunggal ,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Galur Selatan,Galur,Johar Baru, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Pulo Gundul,Kampung Rawa,Johar Baru, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Prapatan baru,Senen,Senen, Kota Administrasi Jakarta Pusat,0,0,,
