tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-08-08,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl. Komp. Taman Palem Lestari No. 37F (Kantor Pemadam Kebakaran Sektor VII Cengkareng),Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-08-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Moh. Mansyur,Duri Utara,Tambora, Kota Administrasi Jakarta Barat,0,0,,
2020-08-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Tanah Pasir,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,1,200000000,,
2020-08-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Tanjung Mas Raya, Cluster Blok 6",Tanjung Barat,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pluit Permata,Pluit,Penjaringan, Kota Administrasi Jakarta Utara,0,500000000,,
2020-08-07,Bantuan Operasi,Kerja Bakti,Masyarakat Telepon,"Jl. Lebak Bulus III, No. 1C",Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kebon Pala No..21,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,1,2000000,,
2020-08-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pulogebang,Pulo Gebang,Cakung, Kota Administrasi Jakarta Timur,0,50000000,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Manunggal 2 No..8 ( Perumahan Manunggal Residenc ),Cibubur,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
2020-08-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Menteng Wadas Timur,Pasar Manggis,Setiabudi, Kota Administrasi Jakarta Selatan,0,5000000,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.1 Maret,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat,0,0,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Pedongkelan Depan No..92,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-08-09,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kebon Manggis 1,Kebon Manggis,Matraman, Kota Administrasi Jakarta Timur,0,0,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl.TB.Simatupang,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jln Kemuning I ,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jln.kampung baru  V no 5,Ulujami,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon, Jl.Haji Raisan Blok 2 No.55 ,Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Gg.Anggrek,Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
